TermékNév	Ár	TFT	CPU	RAM	HDD	GPU	ODD	Gar.	Akku	OS	Család	Modell	Szín	LAN	USB	WLAN	Bill.	Touchpad	Állapot	Bill. Num	Kamera	Portok	BT	CR	HDMI	Külső táskaméret	eSata	FP	ExpressCard	3G kártyahely	Dokk	RS232	FW	Modem	Távirányító	TV ki	PCMCIA	LPT
ThinkPad T530 W7	220394 Ft	15.6ʺ HD LED (1366x768)	Core i5 3320M (2600)	4096 (DDR3) MB	500 GB	Intel HD Graphics 4000	DVDRW	3 év	5200 mAh (Li-ion)	Windows7 Prof 64Bit HUN	ThinkPad	ThinkPad T	fekete	10/100/1000	2x3.0.2x2.0	b/g/n 300mbps	magyar	Track point + Touch pad	Új			VGA	4.0	4 in 1					van		van								
Dell. Inspiron 7520 i7 M AG BR 3014619	220394 Ft	15.6ʺ Full HD LED AntiGlare	Core i7 3632QM (2200)	8192 (DDR3) MB	1000 + 32 SSD GB	2048 MB AMD Radeon HD 7730M	Blu-ray Disc (olvasó)	3 év	6 cellás	Windows7 HomePrem 64 HUN	Inspiron		ezüst	10/100/1000	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van														
Dell Vostro 3560 Coffee i7 M LX 3714226	220394 Ft	15.6ʺ Full HD LED AntiGlare	Core i7 3612QM (2100)	8192 (DDR3) MB	750 (7200 rpm) GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Vostro	Vostro 35xx	barna	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van														
Sony Vaio VPCF24M1E/B Black W7	220465 Ft	16.4ʺ Full HD (1920x1080)	Core i5 2450M (2500)	6144 (DDR3) MB	640 (7200) GB	2048 MB NVIDIA GF GT540M	Blu-ray Disc (olvasó)	2 év	5000 mAh (Li-ion)	Windows7 HomePrem 64 HUN	VAIO	VAIO F	fekete	10/100/1000	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	3.0	4 in 1	van								van						
Samsung RF511-S05HU Black W7	226693 Ft	15.6ʺ HD LED (1366x768)	Core i7 2670QM (2200)	6144 (DDR3) MB	1000 GB	1024 MB NVIDIA GF GT540M	DVDRW SM	2 év	5200 mAh (Li-ion)	Windows7 HomePrem 64 HUN	Samsung	Samsung R	fekete	10/100/1000	2x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	van	SD card	van														
ThinkPad T530 W7 8GB	228268 Ft	15.6ʺ HD LED (1366x768)	Core i5 3320M (2600)	8192 (DDR3) MB	500 GB	Intel HD Graphics 4000	DVDRW	3 év	5200 mAh (Li-ion)	Windows7 Prof 64Bit HUN	ThinkPad	ThinkPad T	fekete	10/100/1000	2x3.0.2x2.0	b/g/n 300mbps	magyar	Track point + Touch pad	Új			VGA	4.0	4 in 1					van		van								
Toshiba Portege R830-194 3G Black W7	228268 Ft	13.3ʺ HD LED (1366x768)	Core i5 2435M (2400)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW SM	3 év	9 cellás	Windows7 Prof 64Bit HUN	Portégé		fekete	10/100/1000	1x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	SD card	van		e-SATA/USB	van		Beépített 3G/HSDPA modem	van								
Fujitsu Lifebook Ultrabook UH572-RMP Red W7	228268 Ft	13.3ʺ HD LED AntiGlare	Core i5 3317U (1700)	4096 (DDR3) MB	500 + 32 SSD GB	Intel HD Graphics	nincs optikai meghajtó	2 év	4 cellás	Windows7 Prof 64Bit HUN	Lifebook		piros		2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van		4.0	4 in 1	van					Előkészítés modem nélkül									
Toshiba Satellite P755-12G W7	228268 Ft	15.6ʺ HD LED 3D	Core i7 2670QM (2200)	8192 (DDR3) MB	500 (7200 rpm) GB	2048 MB NVIDIA GF GT540M	Blu-ray Disc (író/olvasó)	2 év	6 cellás	Windows7 HomePrem 64 HUN	Satellite	Satellite P	szürke	10/100/1000	3x2.0.1x3.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	van	3 in 1	van														
Dell Vostro 3560 Coffee LX 3014513	232205 Ft	15.6ʺ FHD (1920x1080)	Core i7 3612QM (2100)	8192 (DDR3) MB	500 (7200 rpm) GB	1024 MB AMD Radeon HD 7670M	DVDRW +/-	3 év	6 cellás	nincs (L)	Vostro	Vostro 35xx	barna	10/100/1000	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van		4.0	8 in 1	van				van										
Toshiba Portege R830-113 3G Black W7	232205 Ft	13.3ʺ HD LED (1366x768)	Core i7 2620M (2700)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW SM	3 év	9 cellás	Windows7 Prof 64Bit HUN	Portégé		fekete	10/100/1000	1x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	van	SD card	van		e-SATA/USB	van		Beépített 3G/HSDPA modem	van								
Samsung NP700Z5A-S02HU Silver W7	232992 Ft	15.6ʺ LED HD+ (1600x900)	Core i5 2450M (2500)	6144 (DDR3) MB	1000 GB	1024 MB AMD Radeon HD 6750M	DVDRW SM	2 év	8 cellás	Windows7 HomePrem 64 HUN	Samsung	Samsung N	ezüst	10/100/1000	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van		3.0	4 in 1	van														
ThinkPad T530 W7 3G	236142 Ft	15.6ʺ HD LED (1366x768)	Core i5 3320M (2600)	4096 (DDR3) MB	500 GB	Intel HD Graphics 4000	DVDRW	3 év	5200 mAh (Li-ion)	Windows7 Prof 64Bit HUN	ThinkPad	ThinkPad T	fekete	10/100/1000	2x3.0.2x2.0	b/g/n 300mbps	magyar	Track point + Touch pad	Új			VGA	4.0	4 in 1					van	Beépített 3G/HSDPA modem	van								
Samsung NP900X3A-B01HU W7 Black	236142 Ft	13.3ʺ HD LED (1366x768)	Core i5 2467M (1600)	4096 (DDR3) MB	128 GB SSD GB	Intel HD Graphics 3000	nincs optikai meghajtó	2 év	6 cellás	Windows7 HomePrem 64 HUN	Samsung	Samsung N	fekete	10/100/1000	1x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van		3.0	SD card	van														
Fujitsu Lifebook Ultrabook UH572-RMP Red W7 8GB	236142 Ft	13.3ʺ HD LED AntiGlare	Core i5 3317U (1700)	8192 (DDR3) MB	500 + 32 SSD GB	Intel HD Graphics	nincs optikai meghajtó	2 év	4 cellás	Windows7 Prof 64Bit HUN	Lifebook		piros		2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van		4.0	4 in 1	van					Előkészítés modem nélkül									
Dell. Inspiron 7720 Silver i7 M AG 3314618	236142 Ft	17.3ʺ Full HD WLED AG	Core i7 3630QM (2400)	8192 (DDR3) MB	1000 GB	2048 MB NVIDIA GF GT650M	DVDRW +/-	3 év	6 cellás	nincs (L)	Inspiron		ezüst	10/100	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van														
Sony Vaio VPCSE2F1E/S Silver W7	236213 Ft	15.5ʺ FHD (1920x1080)	Core i5 2450M (2500)	4096 (DDR3) MB	640 GB SATA 5400 RPM GB	1024 MB AMD Radeon HD 6630M	DVDRW	2 év		Windows7 HomePrem 64 HUN	VAIO	VAIO E	ezüst	10/100/1000	1x3.0.2x2.0	van	magyar		Új		van	VGA	3.0	van	van														
Toshiba Satellite P750-11G 3D Black W7	240079 Ft	15.6ʺ HD LED 3D Vision	Core i5 2410M (2300)	4096 (DDR3) MB	500GB+Hybrid 4GB SSD GB	2048 MB NVIDIA GF GT540M	DVDRW SM	3 év	6 cellás	Windows7 HomePrem 64 HUN	Satellite	Satellite P	fekete	10/100/1000	3x2.0.1x3.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	3.0	8 in 1	van					Előkészítés modem nélkül									
Lenovo IdeaPad U400 Grey 59-316576 W7	244016 Ft	14.1ʺ HD LED	Core i7 2620M (2700)	8192 (DDR3) MB	750 GB	1024 MB ATI Radeon HD 5470	DVDRW SM	2 év	4 cellás	Windows7 HomePrem 64 HUN	IdeaPad	IdeaPad U	szürke	10/100/1000	1x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	van	3 in 1	van														
ThinkPad T530 W7 3G 8GB	244016 Ft	15.6ʺ HD LED (1366x768)	Core i5 3320M (2600)	8192 (DDR3) MB	500 GB	Intel HD Graphics 4000	DVDRW	3 év	5200 mAh (Li-ion)	Windows7 Prof 64Bit HUN	ThinkPad	ThinkPad T	fekete	10/100/1000	2x3.0.2x2.0	b/g/n 300mbps	magyar	Track point + Touch pad	Új			VGA	4.0	4 in 1					van	Beépített 3G/HSDPA modem	van								
Dell Vostro 3360 Silver i7 W7 3014199	244016 Ft	13.3ʺ HD LED AntiGlare	Core i7 3517U (1900)	6144 (DDR3) MB	128 GB SSD GB	Intel HD Graphics 4000	nincs optikai meghajtó	3 év	4 cellás	Windows7 HomePrem 64 HUN	Vostro	Vostro 33xx	ezüst	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van			van											
Sony Vaio VPCSB4S9E/B Black W7	244087 Ft	13.3ʺ HD (1366x768)	Core i5 2450M (2500)	4096 (DDR3) MB	640 GB	512 MB AMD Radeon HD 6470M	DVDRW SM	2 év	6 cellás	Windows7 Prof 64Bit HUN	VAIO		fekete	10/100/1000	1x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	van	4 in 1	van			van		Beépített 3G/HSDPA modem	van								
Dell. Inspiron 5720 i7 Silver GF W7 3514324	246378 Ft	17.3ʺ LED HD+ TL (1600x900)	Core i7 3612QM (2100)	8192 (DDR3) MB	1000 GB	1024 MB NVIDIA GF GT630M	DVDRW +/-	3 év	6 cellás	Windows7 HomePrem 64 HUN	Inspiron		ezüst	10/100	4 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	4.0	8 in 1	van														
Dell Latitude E5520 i5 M Metal Grey 3812777	249528 Ft	15.6ʺ HD LED anti-glare	Core i5 2540M (2600)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E55xx	szürke	10/100/1000	3 db	b/g/n 300mbps	magyar	Track point + Touch pad	Új	van	van	VGA	3.0	SD card	van		e-SATA/USB	van	van		van		van						
Asus UX32VD-R3001V ZENBOOK W7	250315 Ft	13.3ʺ HD LED (1366x768)	Core i5 3317U (1700)	4096 (DDR3) MB	500 + 24 SSD GB	1024 MB NVIDIA GF GT 620M	nincs optikai meghajtó	2 év	6 cellás	Windows7 HomePrem 64 HUN	Mobility	ASUS U	ezüstszürke	10/100/1000	1x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	2 in 1	van	Ajándék tok													
ThinkPad T430 W7	251890 Ft	14ʺ HD+ LED	Core i5 3320M (2600)	8192 (DDR3) MB	240 SSD GB	Intel HD Graphics 4000	DVDRW	3 év	5200 mAh (Li-ion)	Windows7 Prof 64Bit HUN	ThinkPad	ThinkPad T	fekete	10/100/1000	2x3.0.2x2.0	b/g/n 300mbps	magyar	Track point + Touch pad	Új		van	VGA	4.0	4 in 1					van		van								
Toshiba Tecra R850-13D Black W7	255827 Ft	15.6ʺ HD LED (1366x768)	Core i5 2520M (2500)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD 2000	DVDRW SM	3 év	6 cellás	Windows7 Prof 64Bit HUN	Tecra		fekete	10/100/1000	1x3.0.2x2.0	b/g/n 300mbps	magyar	Track point + Touch pad	Új	van	van	VGA	3.0	7 in 1						Előkészítés modem nélkül	van								
Dell Vostro 3460 Silver i7 W7 3214200	258189 Ft	14ʺ HD LED AntiGlare	Core i7 3612QM (2100)	8192 (DDR3) MB	128 GB SSD GB	1024 MB NVIDIA GF GT630M	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Vostro		ezüst	10/100/1000	3 db USB 3.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	8 in 1	van			van											
Toshiba Portege Z830-10H W7 Pro	259764 Ft	13.3ʺ HD LED (1366x768)	Core i5 2467M (1600)	6144 (DDR3) MB	128 GB SSD GB	Intel HD Graphics 3000	nincs optikai meghajtó	3 év	8 cellás	Windows7 Prof 64Bit HUN			szürke	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	van	SD card	van					Beépített 3G/HSDPA modem									
HP Folio B0N00AA W7 Pro	259764 Ft	13.3ʺ HD LED (1366x768)	Core i5 2467M (1600)	4096 (DDR3) MB	128 GB SSD GB	Intel HD Graphics 3000	nincs optikai meghajtó	3 év	6 cellás	Windows7 Prof 64Bit ENG			ezüst	10/100/1000	1x3.0.1x2.0	b/g/n 300mbps	angol	Touch pad	Új		van		3.0	4 in 1	van														
Dell Latitude E6220 i3 3813806	260551 Ft	12.5ʺ Ultrasharp HD AG LED	Core i3 2330M (2200)	4096 (DDR3) MB	320 (7200) GB	Intel HD Graphics 3000	nincs optikai meghajtó	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude		szürke	10/100/1000	2 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
HP ProBook 6560b 3G Black LG658EA W7	271575 Ft	15.6ʺ HD+ (1600x900)	Core i5 2520M (2500)	4096 (DDR3) MB	500 (7200 rpm) GB	512 MB AMD Radeon HD 6470M	DVDRW SM	3 év	6 cellás	Windows7 Prof 64Bit HUN	ProBook	ProBook	fekete	10/100/1000	4 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	van	5 in 1			e-SATA/USB	van	van	Beépített 3G/HSDPA modem	van	van	van			Display/HDMI			
Toshiba Portege Z830-11M 3G Grey W7	275512 Ft	13.3ʺ HD LED (1366x768)	Core i5 2467M (1600)	4096 (DDR3) MB	128 GB SSD GB	Intel HD Graphics 3000	nincs optikai meghajtó	3 év	8 cellás	Windows7 HomePrem 64 HUN	Portégé		szürke	10/100/1000	1x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	SD card	van					Beépített 3G/HSDPA modem									
Sony Vaio SVS1511N3ES Silver W7	275583 Ft	15.5ʺ Full HD VD+ (1920x1080)	Core i5 3210M (2500)	4096 (DDR3) MB	640 GB	1024 MB NVIDIA GF GT640M	DVDRW SM	2 év	4400 mAh (Li-ion)	Windows7 HomePrem 64 HUN	VAIO		ezüst	10/100/1000	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	4.0	3 in 1	van			van			van								
Dell Latitude E6420 i5 S Grey 3012779	277874 Ft	14ʺ HD LED AntiGlare	Core i5 2410M (2300)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E64xx	ezüst	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
Dell Latitude E5520 i7 Metal Grey 3513806	280236 Ft	15.6ʺ HD LED anti-glare	Core i7 2640M (2800)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E55xx	szürke	10/100/1000	3 db	b/g/n 300mbps	magyar	Track point + Touch pad	Új	van	van	VGA	3.0	SD card	van		e-SATA/USB	van	van		van		van						
Dell Latitude E5520 i7 M Metal Grey 3814067	283386 Ft	15.6ʺ HD LED anti-glare	Core i7 2640M (2800)	4096 (DDR3) MB	750 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E55xx	szürke	10/100/1000	3 db	b/g/n 300mbps	magyar	Track point + Touch pad	Új	van	van	VGA	3.0	SD card	van		e-SATA/USB	van	van		van		van						
Dell Latitude E6220 i5 3513172	284961 Ft	12.5ʺ Ultrasharp HD AG LED	Core i5 2520M (2500)	4096 (DDR3) MB	320 (7200) GB	Intel HD Graphics 3000	nincs optikai meghajtó	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude		szürke	10/100/1000	2 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
Dell Latitude E6520 i5 S Grey 3113807	287323 Ft	15.6ʺ HD LED anti-glare	Core i5 2430M (2400)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E65xx	ezüst	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
HP EliteBook 8560p LG737EA	291260 Ft	15.6ʺ LED HD+ (1600x900)	Core i5 2520M (2500)	4096 (DDR3) MB	320 SATA (7200 rpm) GB	Intel HD Graphics 3000	DVDRW SM	3 év	6 cellás	Windows7 Prof 64Bit HUN	EliteBook	EliteBook 85xx	ezüst	10/100/1000	2x3.0.2x2.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	van	6 in 1			van	van	van		van								
Dell Latitude E6320 i5 S 3413934	302283 Ft	13.3ʺ HD LED AntiGlare	Core i5 2520M (2500)	4096 (DDR3) MB	750 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude		szürke	10/100/1000	2 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
Dell Latitude E6520 i5 M Grey 3014068	302283 Ft	15.6ʺ HD+ LED AG (1600x900)	Core i5 2520M (2500)	4096 (DDR3) MB	750 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E65xx	ezüst	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
Dell Latitude E6520 i5 UF M Grey 3713983	304646 Ft	15.6ʺ UltraSharp FHD AG LED	Core i5 2520M (2500)	4096 (DDR3) MB	750 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E65xx	ezüst	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
Sony Vaio SVS1311P9EB Black W7 3G	307079 Ft	13.3ʺ HD LED (1366x768)	Core i5 3210M (2500)	6144 (DDR3) MB	640 (7200) GB	1024 MB NVIDIA GF GT640M	DVDRW SM	2 év	4400 mAh (Li-ion)	Windows7 Prof 64Bit HUN	VAIO		fekete	10/100/1000	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	3 in 1	van					Beépített 3G/HSDPA modem	van								
Dell Latitude E6520 i5 UF Grey 3912883	307795 Ft	15.6ʺ UltraSharp FHD AG LED	Core i5 2520M (2500)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E65xx	ezüst	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
Dell Latitude E6420 i5 M Grey 3514130	307795 Ft	14ʺ HD+ LED AG (1600x900)	Core i5 2540M (2600)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	9 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E64xx	ezüst	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
Dell Latitude E6520 i5 L Grey 3913676	312520 Ft	15.6ʺ HD+ LED AG (1600x900)	Core i5 2540M (2600)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E65xx	ezüst	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
HP EliteBook 2560p LW883AW W7	314095 Ft	12.5ʺ HD LED	Core i5 2540M (2600)	4096 (DDR3) MB	320 GB	Intel HD Graphics 3000	DVDRW SM	3 év	6 cellás	Windows7 Prof 64Bit HUN	EliteBook	EliteBook 25xx	szürke	10/100/1000	2 db	b/g/n 300mbps	magyar	Track point + Touch pad	Új		van	VGA	van	2 in 1			e-SATA/USB	van	van	Előkészítés modem nélkül									
Dell Latitude E6420 i5 L Grey 3214119	316457 Ft	14ʺ HD+ LED AG (1600x900)	Core i5 2540M (2600)	4096 (DDR3) MB	750 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E64xx	ezüst	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
Dell Latitude E6320 i5 M 3414061	316457 Ft	13.3ʺ HD LED AntiGlare	Core i5 2540M (2600)	4096 (DDR3) MB	750 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude		szürke	10/100/1000	2 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
Dell Latitude E6520 i5 UF L Grey 3313809	325906 Ft	15.6ʺ UltraSharp FHD AG LED	Core i5 2540M (2600)	4096 (DDR3) MB	500 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E65xx	ezüst	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
Dell Latitude E6520 i5 UF XL Grey 3213934	328268 Ft	15.6ʺ UltraSharp FHD AG LED	Core i5 2540M (2600)	4096 (DDR3) MB	750 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E65xx	ezüst	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
Dell Latitude E6320 i7 3513983	340079 Ft	13.3ʺ HD LED AntiGlare	Core i7 2640M (2800)	4096 (DDR3) MB	750 (7200 rpm) GB	Intel HD Graphics 3000	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude		szürke	10/100/1000	2 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
Dell Latitude E6220 i7 3013799	349528 Ft	12.5ʺ Ultrasharp HD AG LED	Core i7 2640M (2800)	4096 (DDR3) MB	320 (7200) GB	Intel HD Graphics 3000	nincs optikai meghajtó	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude		szürke	10/100/1000	2 db	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
Asus UX31A-R4003V ZENBOOK W7	350000 Ft	13.3ʺ FHD LED	Core i7 3517U (1900)	4096 (DDR3) MB	256 SSD GB	Intel HD Graphics 4000	nincs optikai meghajtó	2 év	4 cellás	Windows7 HomePrem 64 HUN	Mobility	ASUS U	ezüstszürke			b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	4.0	2 in 1	van														
HP EliteBook 8460p LG745EA	350386 Ft	14.1ʺ LED HD+ (1440x900)	Core i7 2620M (2700)	4096 (DDR3) MB	320 SATA (7200 rpm) GB	1024 MB AMD Radeon HD 6470M	DVDRW SM	3 év	6 cellás	Windows7 Prof 64Bit HUN	EliteBook	EliteBook 84xx	fekete	10/100/1000	2x3.0.1x2.0	b/g/n 300mbps	magyar	Touch pad	Új		van	VGA	van	6 in 1			e-SATA/USB	van	van	Beépített 3G/HSDPA modem	van		van						
HP EliteBook 8560p LG735EA	364165 Ft	15.6ʺ HD+ LED (1600x900)	Core i7 2620M (2700)	4096 (DDR3) MB	500 (7200 rpm) GB	1024 MB AMD Radeon HD 6470M	DVDRW SM	3 év	6 cellás	Windows7 Prof 64Bit HUN	EliteBook	EliteBook 85xx	ezüst	10/100/1000	3x2.0.2x3.0	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	van	6 in 1			van	van	van	Beépített 3G/HSDPA modem	van		van						
Dell Latitude E6520 i7 Grey 3114068	366063 Ft	15.6ʺ HD+ LED AG (1600x900)	Core i7 2760QM (2400)	4096 (DDR3) MB	750 (7200 rpm) GB	512 MB NV GeForce NVS 4200M	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E65xx	ezüst	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
Dell Latitude E6520 i7 UF Grey 3613983	370000 Ft	15.6ʺ UltraSharp FHD AG LED	Core i7 2760QM (2400)	4096 (DDR3) MB	750 (7200 rpm) GB	512 MB NV GeForce NVS 4200M	DVDRW +/-	3 év	6 cellás	Windows7 Prof 64Bit HUN	Latitude	Latitude E65xx	ezüst	10/100/1000	3 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA	3.0	van	van		e-SATA/USB	van	van		van								
Dell Alienware M17x Red 3013710	659764 Ft	17.3ʺ LED FHD (1920x1080)	Core i7 2760QM (2400)	16384 (DDR3) MB	500 GB	1536 MB NVIDIA GF GTX 560M	Blu-ray Disc (olvasó)	3 év	9 cellás	Windows7 HomePrem 64Bit ENG			piros	10/100/1000	3 db	b/g/n 300mbps	angol		Új		van	VGA	van	8 in 1	van		e-SATA/USB												
Sony Vaio VPCZ21V9E/B Black W7	680307 Ft	13.1 ʺ WXGA++ (1600x900)	Core i7 2620M (2700)	8192 (DDR3) MB	256 SSD GB	1024 MB AMD Radeon HD 6650M	DVDRW	2 év		Windows7 Prof 64Bit HUN	VAIO	VAIO Z	fekete	10/100/1000	1x3.0.1x2.0	van	magyar		Új		van	VGA	van	van	van			van											
Fujitsu Siemens Esprimo V5515	29900 Ft	15.4ʺ WXGA	Celeron-M 1730 (530)	1024 MB	80 SATA GB	Sis Mirage	DVDRW	3 nap	rossz akkumulátor	nincs op. rsz.			fekete	van	3 db	van	magyar	Touch pad	Használt			VGA															van		
Lenovo IdeaPad G570GL Black 59-333895 FD	69213 Ft	15.6ʺ HD LED (1366x768)	Celeron DualCore B800 (1500)	2048 (DDR3) MB	320 GB	Intel HD Graphics	DVDRW SM	2 év	6 cellás	nincs (F)	IdeaPad	IdeaPad G	fekete	10/100	4 db	b/g/n 300mbps	magyar	Touch pad	Új	van	van	VGA		5 in 1															
HP Compaq NW 8000	69900 Ft	15ʺ UXGA	Centrino 1700	1024 MB	160 GB	128 MB Ati Mobility Fire GL	DVD+CDRW	3 nap		Win XP Prof HUN vagy ENG	Compaq	Compaq		van	2 db	van	angol	Track point + Touch pad	Használt			2 db. PCMCIA	van	SD card							van	van	van	van		S-Video	van	van	
