TermékNév	Ár	TFT Felb.	TFT Méret	TFT Típus	TFT Arány	CPU Gyártó	CPU Család	CPU Típus	RAM Méret	RAM	RAM Slot	HDD	HDD Méret	HDD Seb.	GPU	Súly	Akku cella	OS	ODD	Chipset	WLAN	Kamera Felb.	USB	VGA ki	Audio	LAN	CR	Kensington	Anyag	Szín	Széles	Magas	Mély	Család	RAM Modul	AC	Hangszóró	Mikrofon	Bill. num	HDMI	USB 3	Technológia	HSDPA	HDD 2	HDD 2 Méret	BT	TB	Egyéb	2.Háttértár fordulatszám	Tárolt energia	Elektromos töltés	3D Technológia	Mini DisplayPort ki	Billentyűzet világítás	Egyéb szín	Micro HDMI ki	Pixelhiba	Tanúsítvány(ok)	DisplayPort ki	Ujjlenyomat olvasó	Leejtés védelem	TPM	Dokkolható	eSATA ki	ExpressCard	FireWire 400 ki	Soros
ASUS X55VD 15,6"/Intel Core i3-2350M 2,3GHz/4GB/500GB/VGA/DVD író notebook	0 Ft	1600x900	15,6"	TFT LCD, LED háttérvilágítással	fényes	Intel	Core i3	Intel Core i3-2350M (2,3 GHz, 3 MB)	4,0 GB	DDR3-1600	1 db	HDD	500 GB	5400 rpm	NVIDIA GeForce G610M 1GB		6	FreeDOS	DVD író	NVIDIA	802.11 b/g/n	0,30 MP	1 db	1 db	Igen		Igen	Igen	műanyag	fekete	378,00 mm	35,80 mm	253,0 mm	X55VD		90 watt		Igen	Igen	1 db	1 db					4.0				47 wattóra	4400 mAh																	
ASUS X55VD 15,6"/Intel Pentium B980 2,4GHz/4GB/500GB/VGA/DVD író notebook	0 Ft	1600x900	15,6"	TFT LCD, LED háttérvilágítással	fényes	Intel	Pentium	Intel Pentium Dual-Core B980 (2,4 GHz, 2 MB)	4,0 GB	DDR3-1600	1 db	HDD	500 GB	5400 rpm	NVIDIA GeForce G610M 1GB		6	FreeDOS	DVD író	NVIDIA	802.11 b/g/n	0,30 MP	1 db	1 db	Igen		Igen	Igen	műanyag	fekete	378,00 mm	35,80 mm	253,0 mm	X55VD		90 watt		Igen	Igen	1 db	1 db							Táska és egér		47 wattóra	4400 mAh																	
ASUS X75VD 17,3"/Intel Core i5-3210M 2,5GHz/8GB/750GB/VGA/DVD író notebook	0 Ft	1600x900	17,3"	TFT LCD, LED háttérvilágítással	fényes	Intel	Core i5	Intel Core i5-3210M (3,1 GHz, 3 MB)	8,0 GB	DDR3-1600		HDD	750 GB	5400 rpm	NVIDIA GeForce G610M 1GB		6	FreeDOS	DVD író	NVIDIA	802.11 b/g/n	0,30 MP		1 db	Igen		Igen	Igen	műanyag	fekete				X75VD				Igen								3.0		Táska és egér			4400 mAh																	
ASUS Zenbook Prime UX21A 11,6"/Intel Core i7-3517U 1,9GHz/4GB/128GB SSD/Win7 notebook	0 Ft	1920x1080	11,6"	TFT LCD, IPS panel, LED háttérvilágítással	Matt	Intel	Core i7	Intel Core i7-3517U (1,9 GHz)	4,0 GB	DDR3-1333	0 db	SSD	128 GB		Intel HD 4000	1,10 kg	6	Windows 7 Home Premium 64 bit		Intel	802.11 b/g/n	1,00 MP		1 db	Igen		Igen	Igen	fém	ezüst	299,00 mm	17,00 mm	196,8 mm	UX21A		45 watt	Bang&Olufsen	Igen			2 db					4.0		Védőtok			4800 mAh			Igen		1 db												
ASUS Zenbook Prime UX21A 11,6"/Intel Core i7-3517U 1,9GHz/4GB/256GB SSD/Win7 notebook	0 Ft	1920x1080	11,6"	TFT LCD, IPS panel, LED háttérvilágítással	Matt	Intel	Core i7	Intel Core i7-3517U (1,9 GHz)	4,0 GB	DDR3-1333	0 db	SSD	256 GB		Intel HD 4000	1,10 kg	6	Windows 7 Home Premium 64 bit		Intel	802.11 b/g/n	1,00 MP		1 db	Igen		Igen	Igen	fém	ezüst	299,00 mm	17,00 mm	196,8 mm	UX21A		45 watt	Bang&Olufsen	Igen			2 db					4.0		Védőtok			4800 mAh			Igen		1 db												
ASUS Zenbook Prime UX21A 11,6"/Intel Core i7-3517U 1,9GHz/4GB/256GB SSD/Win8 notebook	0 Ft	1920x1080	11,6"	TFT LCD, IPS panel, LED háttérvilágítással	Fényes	Intel	Core i7	Intel Core i7-3517U (1,9 GHz)	4,0 GB	DDR3-1600		SSD	256 GB				6	Windows 8		Intel	802.11 b/g/n	1,00 MP		1 db	Igen		Igen	Igen	fém	fekete				UX21A				Igen								4.0		Védőtok			4800 mAh			Igen														
ASUS Zenbook Prime UX31A 13,3"/Intel Core i7-3517U 1,9GHz/4GB/256GB SSD/Win7 notebook	0 Ft	1920x1080	13,3"	IPS	Matt	Intel	Core i7	Intel Core i7-3517U (1,9 GHz)	4,0 GB	DDR3-1333	0 db	SSD	256 GB		Intel HD 4000	1,30 kg	4	Windows 7 Home Premium 64 bit		Intel	802.11 b/g/n	1,00 MP		1 db	Igen		Igen	Igen	fém					UX31A		45 watt	Bang&Olufsen	Igen								4.0		Védőtok		6840 wattóra	6840 mAh			Igen		1 db												
ASUS Zenbook Prime UX31A 13,3"/Intel Core i7-3517U 1,9GHz/4GB/256GB SSD/Win8 notebook	0 Ft	1920x1080	13,3"	TFT LCD, IPS panel, LED háttérvilágítással	Fényes	Intel	Core i7	Intel Core i7-3517U (1,9 GHz)	4,0 GB	DDR3-1600		SSD	256 GB				4	Windows 8		Intel	802.11 b/g/n	1,00 MP		1 db	Igen		Igen	Igen	fém	fekete				UX31A				Igen								4.0		Védőtok			6840 mAh			Igen														
ASUS Zenbook Touch UX21A 11,6"/Intel Core i7-3517U 1,9GHz/4GB/256GB SSD/Win8 notebook	0 Ft	1920x1080	11,6"	TFT LCD, IPS panel, LED háttérvilágítással, érintőkijelző	Fényes	Intel	Core i7	Intel Core i7-3517U (1,9 GHz)	4,0 GB	DDR3-1600		SSD	256 GB				6	Windows 8		Intel	802.11 b/g/n	1,00 MP		1 db	Igen		Igen	Igen	fém	fekete				UX21A				Igen								4.0		Védőtok			4800 mAh			Igen														
ASUS Zenbook Touch UX31A 13,3"/Intel Core i7-3517U 1,9GHz/4GB/256GB SSD/Win8 notebook	0 Ft	1920x1080	13,3"	TFT LCD, IPS panel, LED háttérvilágítással	Fényes	Intel	Core i7	Intel Core i7-3517U (1,9 GHz)	4,0 GB	DDR3-1600		SSD	256 GB				4	Windows 8		Intel	802.11 b/g/n	1,00 MP		1 db	Igen		Igen	Igen	fém	fekete				UX31A				Igen								4.0		Védőtok			6840 mAh			Igen														
ASUS Zenbook UX32A 13,3"/Intel Core i3-2367M 1,4GHz/4GB/500GB+24GB SSD/Win7 notebook	0 Ft	1366x768	13,3"	LED	Fényes	Intel	Core i3	Intel Core i3-2367M (1,4 GHz, 3 MB)	4,0 GB	DDR3-1333		HDD	500 GB	5400 rpm	Intel HD 3000		6	Windows 7 Home Premium 64 bit		Intel	802.11 b/g/n	1,00 MP	3 db	1 db	Igen		Igen	Igen	műanyag					UX32A	2 x 2		Bang&Olufsen	Igen						SSD	24 GB	4.0		Védőtok			6570 mAh			Igen		1 db												
ASUS Zenbook UX32A 13,3"/Intel Core i5-3317U 1,7GHz/4GB/500GB+24GB SSD/Win8 notebook	0 Ft	1920x1080	13,3"	TFT LCD, LED háttérvilágítással	Fényes	Intel	Core i5	Intel Core i5-3317U (1,7 GHz)	4,0 GB	DDR3-1600		HDD	500 GB	5400 rpm			4	Windows 8		Intel	802.11 b/g/n	1,00 MP		1 db	Igen		Igen	Igen	műanyag	fekete				UX32A				Igen						SSD	24 GB	4.0		Védőtok			6840 mAh			Igen														
ASUS Zenbook UX32VD 13,3"/Intel Core i7-3517U 1,9GHz/6GB/500GB+24GB SSD/VGA/Win8 notebook	0 Ft	1920x1080	13,3"	TFT LCD, LED háttérvilágítással	Fényes	Intel	Core i7	Intel Core i7-3517U (1,9 GHz)	6,0 GB	DDR3-1600		HDD	500 GB	5400 rpm	NVIDIA GeForce GT 620M 1GB		4	Windows 8		NVIDIA	802.11 b/g/n	1,00 MP		1 db	Igen		Igen	Igen	műanyag	fekete				UX32VD				Igen						SSD	24 GB	4.0		Védőtok			6840 mAh			Igen														
DELL Inspiron n5040 15,6"/Intel Pentium Dual-Core P6200 2,1GHz/4GB/500GB/DVD író notebook	0 Ft	1366x768	15,6"	TFT LCD, LED háttérvilágítással	Fényes	Intel	Pentium	Intel Pentium Dual-Core P6200 (2,13 GHz, 2 x 256 KB + 3 MB)	4,0 GB	DDR3-1066	2 db	HDD	500 GB	5400 rpm	Intel GMA HD	2,50 kg		Linux	DVD író	Intel	802.11 b/g/n	0,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	Fekete							Sztereó	Igen								3.0																						
DELL Inspiron n5050 15,6"/Intel Core i5-2450M 2,5GHz/4GB/500GB/DVD író/Win7 notebook	0 Ft	1366x768	15,6"	TFT LCD LED háttérvilágítással	Fényes	Intel	Core i5	Intel Core i5-2450M (2,5 GHz, 3 MB)	4,0 GB	DDR3-1333	2 db	HDD	500 GB	5400 rpm	Intel HD 3000	2,50 kg	6	Windows 7 Home Premium 64 bit	DVD író	Intel	802.11 b/g/n	0,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	Fekete							Sztereó	Igen		1 db						3.0																						
HP 630 A6F21EA 15,6"/Intel Celeron Dual-Core B815 1,6GHz/4GB/500GB/DVD író/Win7 notebook	0 Ft	1366x768	15,6"	LED-backlit HD anti-glare	Matt	Intel	Celeron	Intel Celeron Dual-Core B815 (1,6 GHz, 2 MB)	4,0 GB	DDR3-1333	2 db	HDD	500 GB	5400 rpm		2,50 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	Intel	802.11 b/g/n	0,90 MP	3 db	1 db	Igen	10/100 Mb/s	Igen	Igen	Műanyag		376,00 mm	31,80 mm	247,0 mm	630		65 watt	Sztereó	Igen		1 db		Lítium-ion				3.0		táska									HP pixel policy alapján	ENERGY STAR										
HP 630 C1M13EA 15,6"/Intel Core i3-2310M 2,1GHz/2GB/500GB/DVD író notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Core i3	Intel Core i3-2310M (2,1 GHz, 3MB)	2,0 GB	DDR3-1333	2 db	HDD	500 GB	5400 rpm		2,50 kg	6	Linux	DVD SuperMulti	Intel	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100 Mb/s	Igen	Igen	Műanyag		376,00 mm	31,80 mm	247,0 mm	630	1 x 2	65 watt	Sztereó	Igen		1 db		Lítium-ion															HP pixel policy alapján											
HP 630 C1M13EA+2GB Bundle 15,6"/Intel Core i3-2310M 2,1GHz/4GB/500GB/DVD író notebook	0 Ft	1366x768	15,6"	LED	Fényes	Intel	Core i3	Intel Core i3-2310M (2,1 GHz, 3MB)	4,0 GB	DDR3-1333		HDD	500 GB	5400 rpm		2,50 kg	6	Linux	DVD SuperMulti	Intel	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100 Mb/s	Igen				376,00 mm	31,80 mm	247,0 mm		2 x 2	65 watt				1 db																												
HP 630 C1M15EA 15,6"/Intel Core i3-2310M 2,1GHz/4GB/500GB/DVD író/Win7 notebook	0 Ft	1366x768	15,6"	LED	Fényes	Intel	Core i3	Intel Core i3-2310M (2,1 GHz, 3MB)	4,0 GB	DDR3-1333		HDD	500 GB	5400 rpm		2,50 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	Intel	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100 Mb/s	Igen				376,00 mm	31,80 mm	247,0 mm		1 x 4	65 watt				1 db																												
HP 635 A1E47EA 15,6"/AMD Dual-core E-300 1,3GHz/2GB/320GB/DVD író notebook	0 Ft	1366x768	15,6"	LED-backlit HD anti-glare	Matt	AMD	E-300	AMD Dual-Core E-300 (1,3GHz, 1MB)	2,0 GB	DDR3-1333	2 db	HDD	320 GB	5400 rpm	AMD Radeon HD 6310	2,50 kg	6	Linux	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100 Mb/s	Igen	Igen	Műanyag		376,00 mm	31,80 mm	247,0 mm	635	1 x 2	65 watt	Sztereó	Igen		1 db		Lítium-ion				3.0		táska									HP pixel policy alapján											
HP 635 A1E47EA+2GB Bundle 15,6"/AMD Dual-core E-300 1,3GHz/4GB/320GB/DVD író notebook	0 Ft	1366x768	15,6"	LED	Fényes	AMD	E-300	AMD Dual-Core E-300 (1,3GHz, 1MB)	4,0 GB	DDR3-1333		HDD	320 GB	5400 rpm	ATI Radeon HD4250	2,50 kg	6	Linux	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100 Mb/s	Igen	Igen	Műanyag		376,00 mm	31,80 mm	247,0 mm	635	2 x 2	65 watt	Sztereó	Igen		1 db		Lítium-ion				3.0		táska									HP pixel policy alapján											
HP 635 A1E47EA+W7HP Bundle 15,6"/AMD Dual-core E-300 1,3GHz/2GB/320GB/DVD író/Win7 notebook	0 Ft	1366x768	15,6"	LED	Fényes	AMD	E-300	AMD Dual-Core E-300 (1,3GHz, 1MB)	2,0 GB	DDR3-1333		HDD	320 GB	5400 rpm	ATI Radeon HD4250	2,50 kg	6	Windows 7 Home Premium OEM bundle 64 bit	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100 Mb/s	Igen	Igen	Műanyag		376,00 mm	31,80 mm	247,0 mm	635	1 x 2	65 watt	Sztereó	Igen		1 db		Lítium-ion				3.0		táska									HP pixel policy alapján											
HP 635 A1E51EA 15,6"/AMD Dual-Core E-450 1,66GHz/4GB/320GB/DVD író notebook	0 Ft	1366x768	15,6"	LED	Fényes	AMD	E-450	AMD Dual-Core E-450 (1,66 GHz)	4,0 GB	DDR3-1333	2 db	HDD	320 GB	5400 rpm	ATI Radeon HD4250	2,50 kg	6	Linux	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100 Mb/s	Igen	Igen	Műanyag		376,00 mm	31,80 mm	247,0 mm	635	2 x 2	65 watt	Sztereó	Igen		1 db		Lítium-ion				3.0											HP pixel policy alapján											
HP 650 B6M55EA 15,6"/Intel Celeron Dual-Core B820 1,7GHz/2GB/320GB/DVD író notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Celeron	Intel Celeron Dual-Core B820 (1,7 GHz, 2 MB)	2,0 GB	DDR3-1600	2 db	HDD	320 GB	5400 rpm		2,45 kg	6	Linux	DVD SuperMulti	Intel	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	Szürke	376,00 mm	35,80 mm	247,0 mm	650	1 x 2	65 watt	Sztereó	Igen		1 db		Lítium-ion															HP pixel policy alapján											
HP 650 B6N06EA 15,6"/Intel Celeron Dual-Core B820 1,7GHz/2GB/500GB/DVD író notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Celeron	Intel Celeron Dual-Core B820 (1,7 GHz, 2 MB)	2,0 GB	DDR3-1600	2 db	HDD	500 GB	5400 rpm		2,45 kg	6	Linux	DVD SuperMulti	Intel	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	Szürke	376,00 mm	35,80 mm	247,0 mm	650	1 x 2	65 watt	Sztereó	Igen		1 db		Lítium-ion															HP pixel policy alapján											
HP 650 B6N07EA 15,6"/Intel Celeron Dual-Core B820 1,7GHz/2GB/320GB/DVD író/Win7 notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Celeron	Intel Celeron Dual-Core B820 (1,7 GHz, 2 MB)	2,0 GB	DDR3-1600	2 db	HDD	320 GB	5400 rpm		2,45 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	Intel	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag		376,00 mm	35,80 mm	247,0 mm	650	1 x 2	65 watt	Sztereó	Igen		1 db		Lítium-ion															HP pixel policy alapján	ENERGY STAR										
HP 650 B6N09EA 15,6"/Intel Pentium Dual-Core B970 2,3GHz/2GB/320GB/DVD író notebook	0 Ft	1366x768	15,6"	LED	Matt	Intel	Pentium	Intel Pentium Dual-Core B970 (2,3 GHz, 2 MB)	2,0 GB	DDR3-1600	2 db	HDD	320 GB	5400 rpm		2,45 kg	6	Linux	DVD SuperMulti	Intel	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	Szürke	376,00 mm	35,80 mm	247,0 mm	650	1 x 2	65 watt	Sztereó	Igen		1 db		Lítium-ion															HP pixel policy alapján											
HP 650 C1N23EA 15,6"/Intel Celeron Dual-Core B830 1,8GHz/2GB/500GB/DVD író notebook	0 Ft	1366x768	15,6"	LED-backlit HD anti-glare	Matt	Intel	Celeron Dual-Core	Intel Celeron Dual Core B830 (1,80 GHz, 2 MB)	2,0 GB	DDR3-1600	2 db	HDD	500 GB	5400 rpm	Intel HD Graphics	2,45 kg	6	Linux	DVD SuperMulti	Intel	802.11 b/g/n	0,90 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag		376,00 mm	35,80 mm	247,0 mm	650	1 x 2	65 watt	Sztereó	Igen		1 db		Lítium-ion				4.0 + EDR											HP pixel policy alapján											
HP 655 B6M42EA 15,6"/AMD Dual-core E2-1800 1,7GHz/4GB/500GB/DVD író/Win7 notebook	0 Ft	1366x768	15,6"	LED	Matt	AMD	E2-1800	AMD Dual-Core E2-1800 (1,7 GHz, 1MB)	4,0 GB	DDR3-1600	2 db	HDD	500 GB	5400 rpm	AMD Radeon HD 7340M (AMD Dual Core E2-1800 APU)	2,45 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	Szürke	376,00 mm	35,80 mm	247,0 mm		1 x 4	65 watt	Sztereó	Igen		1 db		Lítium-ion															HP pixel policy alapján											
HP 655 B6M62EA 15,6"/AMD Dual-core E1-1200 1,4GHz/2GB/320GB/DVD író notebook	0 Ft	1366x768	15,6"	LED	Matt	AMD	E1-1200	AMD Dual-Core E1-1200 (1,4 GHz, 1 MB)	2,0 GB	DDR3-1333	2 db	HDD	320 GB	5400 rpm	AMD Radeon HD 7310M (AMD Dual Core E1-1200 APU)	2,45 kg	6	Linux	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag		376,00 mm	35,80 mm	247,0 mm	655	1 x 2	65 watt	Sztereó	Igen		1 db		Lítium-ion															HP pixel policy alapján											
HP 655 B6M62EA+2GB Bundle 15,6"/AMD Dual-core E1-1200 1,4GHz/4GB/320GB/DVD író notebook	0 Ft	1366x768	15,6"	LED	Matt	AMD	E1-1200	AMD Dual-Core E1-1200 (1,4 GHz, 1 MB)	4,0 GB	DDR3-1333	2 db	HDD	320 GB	5400 rpm	AMD Radeon HD 7310M (AMD Dual Core E1-1200 APU)	2,45 kg	6	Linux	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag		376,00 mm	35,80 mm	247,0 mm	655	2 x 2	65 watt	Sztereó	Igen		1 db		Lítium-ion															HP pixel policy alapján											
HP 655 B6M63EA 15,6"/AMD Dual-core E1-1200 1,4GHz/2GB/320GB/DVD író/Win7 notebook	0 Ft	1366x768	15,6"	LED	Matt	AMD	E1-1200	AMD Dual-Core E1-1200 (1,4 GHz, 1 MB)	2,0 GB	DDR3-1600	2 db	HDD	320 GB	5400 rpm	AMD Radeon HD 7310M (AMD Dual Core E1-1200 APU)	2,45 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	Szürke	376,00 mm	35,80 mm	247,0 mm	655	2 x 2	65 watt	Sztereó	Igen		1 db		Lítium-ion															HP pixel policy alapján	ENERGY STAR										
HP 655 B6M63EA+2GB Bundle 15,6"/AMD Dual-core E1-1200 1,4GHz/4GB/320GB/DVD író/Win7 notebook	0 Ft	1366x768	15,6"	LED	Matt	AMD	E1-1200	AMD Dual-Core E1-1200 (1,4 GHz, 1 MB)	4,0 GB	DDR3-1600	2 db	HDD	320 GB	5400 rpm	AMD Radeon HD 7310M (AMD Dual Core E1-1200 APU)	2,45 kg	6	Windows 7 Home Premium 64 bit	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	Szürke	376,00 mm	35,80 mm	247,0 mm	655		65 watt	Sztereó	Igen		1 db		Lítium-ion															HP pixel policy alapján	ENERGY STAR										
HP 655 B6M64EA 15,6"/AMD Dual-core E2-1800 1,7GHz/2GB/320GB/DVD író notebook	0 Ft	1366x768	15,6"	LED	Matt	AMD	E2-1800	AMD Dual-Core E2-1800 (1,7 GHz, 1MB)	2,0 GB	DDR3-1600	2 db	HDD	320 GB	5400 rpm	AMD Radeon HD 7340M (AMD Dual Core E2-1800 APU)	2,45 kg	6	Linux	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	Szürke	376,00 mm	35,80 mm	247,0 mm	655	1 x 2	65 watt	Sztereó	Igen		1 db		Lítium-ion															HP pixel policy alapján											
HP 655 B6M65EA 15,6"/AMD Dual-core E2-1800 1,7GHz/4GB/500GB/DVD író notebook	0 Ft	1366x768	15,6"	LED	Matt	AMD	E2-1800	AMD Dual-Core E2-1800 (1,7 GHz, 1MB)	4,0 GB	DDR3-1600	2 db	HDD	500 GB	5400 rpm	AMD Radeon HD 7340M (AMD Dual Core E2-1800 APU)	2,45 kg	6	Linux	DVD SuperMulti	AMD	802.11 b/g/n	1,30 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag	Szürke	376,00 mm	35,80 mm	247,0 mm	655		65 watt	Sztereó	Igen		1 db		Lítium-ion															HP pixel policy alapján	ENERGY STAR										
HP 655 C4X90EA 15,6"/AMD Dual-core E2-1800 1,7GHz/4GB/500GB/DVD író/táska notebook	0 Ft	1366x768	15,6"	LED-backlit HD anti-glare	Matt	AMD	E2-1800	AMD Dual-Core E2-1800 (1,7 GHz, 1MB)	4,0 GB	DDR3-1600	2 db	HDD	500 GB	5400 rpm	AMD Radeon HD 7340M (AMD Dual Core E2-1800 APU)	2,45 kg	6	Linux	DVD SuperMulti	AMD		0,90 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag		376,00 mm	35,80 mm	247,0 mm	655	1 x 4	65 watt	Sztereó	Igen		1 db		Lítium-ion				2.1 + EDR		táska									HP pixel policy alapján											
HP 655 C4X91EA 15,6"/AMD Dual-core E2-1800 1,7GHz/4GB/500GB/DVD író notebook	0 Ft	1366x768	15,6"	LED-backlit HD anti-glare	Matt	AMD	E2-1800	AMD Dual-Core E2-1800 (1,7 GHz, 1MB)	4,0 GB	DDR3-1600	2 db	HDD	500 GB	5400 rpm	AMD Radeon HD 7340M (AMD Dual Core E2-1800 APU)	2,45 kg	6	Linux	DVD SuperMulti	AMD		0,90 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag		376,00 mm	35,80 mm	247,0 mm	655	1 x 4	65 watt	Sztereó	Igen		1 db						2.1 + EDR											HP pixel policy alapján											
HP 655 C4X99EA 15,6"/AMD Dual-core E2-1800 1,7GHz/4GB/500GB/DVD író/Win8 notebook	0 Ft	1366x768	15,6"	LED-backlit HD anti-glare	Matt	AMD	E2-1800	AMD Dual-Core E2-1800 (1,7 GHz, 1MB)	4,0 GB	DDR3-1600	2 db	HDD	500 GB	5400 rpm	AMD Radeon HD 7340M (AMD Dual Core E2-1800 APU)	2,45 kg	6	Windows 8	DVD SuperMulti	AMD		0,90 MP	3 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Műanyag		376,00 mm	35,80 mm	247,0 mm	655	1 x 4	65 watt	Sztereó	Igen		1 db		Lítium-ion				2.1 + EDR											HP pixel policy alapján											
HP EliteBook 2170p B6Q12EA 11,6"/Intel Core i7 3667U 2,0GHz/4GB/180GBSSD/DVD író/Win7 notebook	0 Ft	1366x768	11,6"	LED-backlit HD anti-glare	Matt	Intel	Core i7	Intel Core i7-3667U (2 GHz/3,2 GHz, 3 MB)	4,0 GB	DDR3-1600	2 db	SSD	256 GB		Intel HD 4000	1,31 kg	6	Windows 7 Professional 64 bit		Intel	802.11 a/b/g/n	0,90 MP		1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	292,00 mm	26,50 mm	192,0 mm	EliteBook 2170p	1 x 4	65 watt	SRS Premium Sound PRO	Igen			2 db	Prismatic	Igen			4.0											HP pixel policy alapján	ENERGY STAR	1 db	Igen	Igen	Igen	Igen					
HP EliteBook 2170p B6Q15EA 11,6"/Intel Core i5 3427U 2,8GHz/4GB/500GB/DVD író/Win7 notebook	0 Ft	1366x768	11,6"	LED-backlit HD anti-glare	Matt	Intel	Core i5	Intel Core i5-3427U 1,8 GHz	4,0 GB	DDR3-1600	2 db	HDD	500 GB	7200 rpm	Intel HD 4000	1,31 kg	6	Windows 7 Professional 64 bit		Intel	802.11 a/b/g/n	0,90 MP		1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	292,00 mm	26,50 mm	192,0 mm	EliteBook 2170p	1 x 4	65 watt	SRS Premium Sound PRO	Igen			2 db	Prismatic	Igen			4.0											HP pixel policy alapján	ENERGY STAR	1 db	Igen	Igen	Igen	Igen					
HP EliteBook 2570p B6Q07EA 12,5"/Intel Core i5 3360M 2,8GHz/4GB/500GB/DVD író/Win7 notebook	0 Ft	1366x768	12,5"	LED-backlit HD anti-glare	Matt	Intel	Core i5	Intel Core i5-3360M (2.80 GHz, 3 MB)	4,0 GB	DDR3-1600	2 db	HDD	500 GB	7200 rpm	Intel HD 4000	1,63 kg	6	Windows 7 Professional 64 bit	DVD SuperMulti	Intel	802.11 a/b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	305,00 mm	27,00 mm	209,0 mm	EliteBook 2570p	1 x 4	65 watt	SRS Premium Sound PRO	Igen			1 db	Lítium-ion	Igen			4.0 + EDR											HP pixel policy alapján		1 db	Igen	Igen	Igen	Igen	1 db	ExpressCard/34	1 db		
HP EliteBook 2570p B6Q08EA 12,5"/Intel Core i7 3520M 2,9GHz/4GB/500GB/DVD író/Win7 notebook	0 Ft	1366x768	12,5"	LED-backlit HD anti-glare	Matt	Intel	Core i7	Intel Core i7-3520M 2,9 GHz	4,0 GB	DDR3-1600	2 db	HDD	500 GB	7200 rpm	Intel HD 4000	1,65 kg	6	Windows 7 Professional 64 bit	DVD SuperMulti	Intel	802.11 a/b/g/n	0,90 MP	2 db	1 db	Igen	10/100/1000 Mb/s	Igen	Igen	Fém	Acélszürke	305,00 mm	27,00 mm	209,0 mm	EliteBook 2570p	1 x 4	65 watt	SRS Premium Sound PRO	Igen			1 db	Lítium-ion				4.0 + EDR											HP pixel policy alapján		1 db	Igen	Igen	Igen	Igen	1 db	ExpressCard/34	1 db		
